missionId,enrichmentId,promptVersion,verdict,nb_ok,nb_questionable,nb_wrong,nb_missing,wrong_values,missing_values,failure_patterns,summary,durationMs,totalTokens
c0b70603-ac03-4805-8959-a9760fdf7686,c44d292f-18d1-45cc-9ac4-f54cc15270c3,v2,flagged_major,9,1,2,0,domaine.education_transmission|type_mission.temps_plein,,domaine secondaire incorrectement ajouté|type_mission mal évalué (temps plein vs ponctuelle)|cadre_engage discutable,"La classification du domaine environnement_nature est correcte, mais l'ajout du domaine education_transmission est erroné car la transmission est une activité secondaire. Le type de mission est mal classé en temps plein alors que la durée totale (24-30h sur plusieurs mois) correspond plutôt à une mission ponctuelle ou régulière à faible volume horaire. L'usage de cadre_engage est discutable mais pas clairement erroné. Les autres classifications sont globalement cohérentes avec la description de la mission.",8900,6618
c0159b93-fb11-4ea4-b447-2405470491f0,55ed7a71-25ad-43e4-ab1f-c9eba8a8a30c,v2,flagged_minor,12,1,1,0,type_mission.temps_plein,,type_mission mal évalué|cadre_engage discutable,"Les classifications sont globalement pertinentes et bien justifiées par le texte de la mission. Le domaine principal environnement et la dimension éducation/transmission sont correctement identifiés. Les secteurs d'activité et compétences ROME sont cohérents avec les tâches décrites. L'intention d'engagement est bien couverte, bien que l'usage de 'cadre_engage' soit discutable car le cadre institutionnel n'est pas très structuré. La principale erreur concerne le type de mission : le volume horaire total (24-30h sur plusieurs mois) ne correspond pas à une mission à temps plein, mais plutôt à une mission régulière.",11302,6724
6f1ee384-ebc8-4cd1-b6a3-c8dc073fa9ba,41e73e91-f1e3-4151-b092-1eb76663c277,v2,approved,10,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine social_solidarite est adapté au contenu centré sur l'accompagnement social des seniors. L'intention d'engagement est correctement multiple, incluant aide directe, animation, transmission et cadre engage. Les compétences ROME et secteur d'activité correspondent bien au contexte d'un EHPAD. Le type de mission régulière est conforme à la durée et au rythme indiqués. La formation ONISEP social_sante_sport est pertinente compte tenu des activités physiques et sociales proposées. Aucune erreur majeure détectée.",5844,5965
376287f8-5b2d-49cc-a080-e05be1d33db2,4f318b7b-f36e-491f-8285-2b309a5177cb,v2,approved,11,2,0,0,,,domaine secondaire discutable|cadre_engage non clairement justifié,"Les classifications sont globalement correctes et bien justifiées par le texte. Le domaine principal social_solidarite et le secteur sante_social_aide_personne sont pertinents. La classification gestion_projet est discutable car la mission est surtout d'accompagnement et animation, avec un suivi tutoré mais sans coordination majeure. L'intention cadre_engage est aussi discutable car le cadre institutionnel n'est pas fortement structuré dans la description. Les autres classifications sont conformes aux règles et au contenu de la mission.",9129,6397
91a6b144-42de-4d00-997a-39509442fa41,59cbbe8e-4856-4419-9f3f-4d56dd44326a,v2,approved,8,0,1,0,type_mission.temps_plein,,type_mission mal classé,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Seule la classification du type de mission est incorrecte : la mission est régulière (24-30h réparties sur plusieurs mois), pas à temps plein (qui nécessite au moins 20h par semaine).",4413,5778
e3b981ea-0cf9-4db0-8824-192299647f2c,a407f314-a111-4346-afd3-26e6a4094d07,v2,approved,10,1,0,0,,,domaine gestion_projet discutable,"Les classifications sont globalement correctes et bien justifiées par le texte. Le seul point discutable est la présence du domaine 'gestion_projet' qui semble secondaire par rapport à l'accompagnement et l'animation, mais reste plausible. Les autres classifications sont conformes aux règles et au contenu de la mission.",5323,5656
8059b9f3-f1e0-4970-b79c-036481a7f0c7,3c514289-644b-445b-98b0-33389136aa9d,v2,approved,14,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme éducation_transmission avec une dimension international_humanitaire claire. Le secteur d'activité reflète à la fois la communication numérique et l'éducation. Le type de mission est bien évalué comme temps plein. Les compétences ROME couvrent la communication, la gestion et la coopération, en accord avec les tâches décrites. L'intention d'engagement est bien capturée, incluant support organisation, transmission et cadre engagé. La localisation internationale en Asie est correcte. Les domaines de formation ONISEP sont pertinents. Aucune erreur majeure ou omission manifeste n'a été détectée.",10443,7252
3abd75b7-8a2f-47df-8aec-ade98aa888a4,dd194597-1ba1-494e-a9c2-62577d8d568e,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme ""culture_arts"" et ""education_transmission"" en raison des activités d'enseignement et de diffusion culturelle. Le secteur d'activité, les compétences ROME, l'intention d'engagement, la formation ONISEP et la localisation internationale sont également bien alignés avec la description. Le type de mission ""temps_plein"" est justifié par la durée et la fréquence indiquées. Aucune erreur majeure ou valeur manquante n'a été détectée.",9733,6701
dadb16d6-5d31-4082-ac72-4b7358803d89,35f13cd0-944a-4b30-a789-b1a1fba24eb1,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. La mission combine clairement des aspects culturels et de gestion de projet, avec un engagement en cadre structuré (service civique). Les intentions d'engagement et les compétences Rome sont bien alignées avec les tâches décrites. Le type de mission régulière est approprié au volume horaire et à la durée indiqués.",6653,6238
89c232a6-4af6-48cb-933e-ea7b5bf3aef5,9d3fd175-7c57-49bc-9b7b-f947be30e5b0,v2,approved,1,0,0,0,,,,"La classification formation_onisep en 'education_culture_creation' est correcte et bien justifiée par la description de la mission qui porte sur la médiation culturelle, les ateliers artistiques et la valorisation des arts plastiques. Aucun autre domaine ou classification majeure n'est manifestement justifié par le texte.",1986,5057
66d4a532-9623-420d-8826-87412094dfde,49e4c633-0d28-42bd-8c9a-33a439ed8d2a,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. La mission combine clairement un accompagnement social et thérapeutique avec des activités en lien avec la nature, ce qui justifie les domaines, secteurs, compétences et intentions d'engagement retenus. Le type de mission temps plein est conforme à la durée et au volume horaire indiqués. Aucun élément majeur n'est manquant ou erroné.",9258,6402
16caeabe-ee29-4246-8607-360b2dd2e546,3d3bfa27-dc64-42d2-bda6-65195937acec,v2,approved,13,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. La mission combine clairement des volets éducatifs et sociaux, ce qui justifie la présence de plusieurs domaines et secteurs. Le type de mission, les intentions d'engagement, les compétences et les formations ONISEP sont en adéquation avec la description et les objectifs. Aucun élément majeur n'est erroné ou manquant.",14917,6284
8715db1a-ffcb-44fb-998a-30dc39195083,9483ee4a-2eae-4ac0-9ee7-9b60641e8944,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié entre sport et éducation, reflétant la double dimension d'animation sportive et de transmission pédagogique. Le secteur d'activité, les compétences ROME, l'intention d'engagement, le type de mission et les domaines de formation ONISEP sont tous pertinents et conformes aux règles. Aucune erreur majeure ni valeur manquante n'a été détectée.",12259,6519
b994c640-30ab-4be4-b6ed-1943bad6dec9,a5fe412f-0b08-48ae-ba28-c6d3b767cb23,v2,approved,1,0,0,0,,,,"La classification du domaine en 'education_transmission' est correcte et bien justifiée par la description de la mission qui porte sur le soutien scolaire, l'animation d'ateliers éducatifs et la transmission de savoirs. Aucun autre domaine ne semble plus approprié.",2417,4806
83de58bd-0d1c-41fd-a4fb-34ee2062bfc2,85e76b92-3336-4f9f-a023-60a11f32727f,v2,flagged_major,8,1,3,0,domaine.gestion_projet|competence_rome.gestion_pilotage_juridique|type_mission.temps_plein,,domaine trop large|competence_rome mal attribuée|type_mission surestimé,"La classification du domaine environnement_nature et education_transmission est correcte, ainsi que la reconnaissance des compétences en communication numérique et l'intention d'engagement en transmission et animation. En revanche, la classification gestion_projet comme domaine est incorrecte car les tâches sont plutôt d'animation et médiation que de gestion formelle. De même, la compétence gestion_pilotage_juridique est mal attribuée. Le type de mission temps_plein n'est pas justifié par le volume horaire indiqué, qui correspond plutôt à une mission régulière. L'utilisation du cadre_engage est discutable car bien que la mission soit en service civique, le cadre n'est pas fortement structuré institutionnellement. Globalement, ces erreurs majeures justifient un verdict flagged_major.",12556,6392
3244ee1d-5287-435e-b71d-5760d68bea0e,7f5eadb2-0453-4911-b5b5-251158f1339c,v2,approved,12,0,0,0,,,,"Les classifications sont globalement très cohérentes avec le texte de la mission. Le domaine est correctement doublement classé en education_transmission et culture_arts, reflétant à la fois la transmission de savoirs et la création de contenus culturels. Le secteur d'activité, les compétences ROME, l'intention d'engagement, le type de mission et les domaines de formation ONISEP sont tous justifiés par les activités décrites (animation d'ateliers, production de podcasts, travail numérique et communication). Aucun élément majeur n'est erroné ou manquant.",7663,6132
c4c5117f-4c3b-44aa-a46b-3ed6a37f601c,fa532815-7625-4425-afa6-860813fc0d20,v2,approved,11,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine social_solidarite est adapté à l'accompagnement des personnes âgées et à l'animation d'activités conviviales. Le secteur santé_social_aide_personne correspond au contexte EHPAD. Le type de mission régulière est conforme à la durée et au volume horaire. Les compétences ROME reflètent l'accompagnement social et l'organisation. Les intentions d'engagement couvrent bien l'aide directe, l'animation, la transmission, le support organisationnel et le cadre structuré du service civique. La formation ONISEP social_sante_sport est pertinente. Aucune erreur majeure n'a été détectée.",6046,6070
ef1e73b7-9850-478b-94c8-63d77da42c56,c44305f5-4800-41b5-877e-77d89e09197d,v2,approved,14,0,0,0,,,,"Les classifications proposées sont cohérentes avec la description de la mission. La double classification en domaine et secteur d'activité reflète bien la nature mixte des tâches culturelles et organisationnelles. Le type de mission, les compétences, l'intention d'engagement et les domaines de formation ONISEP sont correctement identifiés. Aucune erreur majeure ou omission manifeste n'a été détectée.",7783,6353
bc8c1846-a08e-4b62-8632-6f4ccfee78b1,f31ce976-7cc2-4341-b8f0-3994e23c5cd3,v2,flagged_minor,12,0,2,1,type_mission.temps_plein|competence_rome.communication_creation_numerique,type_mission.reguliere,type_mission mal évalué|competence_rome communication_creation_numerique non justifiée,"Les classifications sont globalement pertinentes et bien justifiées par le texte. Cependant, la classification du type de mission en 'temps_plein' est incorrecte car la mission totalise 24 à 30 heures sur 6 mois, ce qui correspond plutôt à une mission régulière. De plus, la compétence ROME 'communication_creation_numerique' est inappropriée car aucune activité numérique n'est mentionnée. Ces erreurs sont mineures et ne remettent pas en cause la compréhension globale de la mission.",13784,6622
03e77703-83fc-46d7-afce-048f0bc8a8de,07ddfd2c-f383-4b92-b8e5-9ba04777f2e9,v2,approved,13,2,0,0,,,competence_rome incertitude sur numérique|engagement_intent support_organisation discutable,"Les classifications sont globalement pertinentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme culture_arts avec un second domaine social_solidarite pertinent. Le secteur d'activité et le type de mission sont bien choisis. Quelques incertitudes subsistent sur la compétence communication_creation_numerique, car la dimension numérique n'est pas explicitement détaillée, et sur l'engagement support_organisation, qui semble moins central que le tutorat suggéré. Ces points restent toutefois mineurs et n'affectent pas la compréhension globale de la mission.",10640,7053
30abf549-fd7e-454a-a77e-373a8130d4cb,77639343-fdd8-4ba8-bfd7-a2de2d4f0abd,v2,flagged_minor,10,1,1,2,secteur_activite.securite_service_public,secteur_activite.education_formation_animation|formation_onisep.education_culture_creation,secteur_activite mal choisi|cadre_engage non justifié clairement,"Les classifications sont globalement pertinentes et bien justifiées, notamment pour les domaines, l'engagement et les compétences. Cependant, le secteur d'activité 'securite_service_public' est inadapté car la mission ne relève pas de la sécurité ou du service public au sens strict. L'utilisation de 'cadre_engage' est discutable car la mission, bien que en mairie, ne décrit pas un cadre institutionnel fortement structuré. Il manque aussi la classification secteur 'education_formation_animation' et la formation ONISEP 'education_culture_creation' qui correspondent à l'animation et la transmission auprès des enfants.",16596,6427
bdb25b82-6a49-4411-a579-5943731fc84f,370bf7b5-24e2-4fcd-8822-4a24ce8a3e79,v2,approved,10,2,0,0,,,domaine gestion_projet discutable|engagement_intent support_organisation discutable,"Les classifications sont globalement correctes et bien justifiées par le texte. Le domaine principal est social_solidarite, ce qui correspond à l'accompagnement et animation auprès des résidents. La classification gestion_projet est discutable car la mission ne porte pas principalement sur la gestion ou coordination de projet. De même, l'intention support_organisation est présente mais pas centrale. Les autres classifications sont pertinentes et conformes aux règles.",25699,6296
485a2364-2dbf-439c-88a4-b34f3268fdfc,1aff71e0-875f-44fe-ba55-1a83a11ef413,v2,approved,11,1,0,0,,,domaine secondaire contestable,"La classification est globalement correcte et bien justifiée par le texte de la mission. Le domaine principal 'education_transmission' est approprié. L'ajout du domaine 'social_solidarite' est discutable car la mission est avant tout éducative et pédagogique, ce domaine est donc secondaire. Les autres classifications sont conformes aux règles et cohérentes avec la description de la mission.",6815,5926
59a25a68-6b7c-4003-a71e-727250f2df57,363b0f63-3daf-4d88-afe5-bc20899198a7,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine social_solidarite est pertinent compte tenu de l'accompagnement des personnes vulnérables et de la lutte contre l'isolement. Le secteur d'activité combine à juste titre santé_social_aide_personne et environnement_agriculture, reflétant les deux volets de la mission. Le type de mission régulière correspond à la durée et au rythme indiqués. Les compétences ROME couvrent bien les aspects sociaux, organisationnels et environnementaux. L'intention d'engagement est correctement multiple, incluant aide directe, transmission, animation et cadre structuré. Les formations ONISEP sont également bien choisies, reflétant les dimensions sociales, citoyennes et environnementales. Aucune erreur ni omission majeure n'a été détectée.",25013,6792
3b8537e2-9e13-4cbc-b02b-03f2cfad14f6,713e03e2-603f-4e72-b5b0-a582aac186df,v2,approved,9,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Le domaine social et solidarité est approprié, le secteur d'activité correspond à l'aide à la personne, la durée et le type de mission sont bien évalués comme réguliers. Les compétences ROME reflètent l'accompagnement social et les soft skills, et les intentions d'engagement sont bien identifiées (aide directe, animation, cadre structuré). La formation ONISEP est également cohérente avec le contenu social et d'accompagnement de la mission.",7169,5806
743a8c70-f738-42e7-9f6e-49d5883b3477,d63acd48-dfeb-4cbf-84d4-de5f173aec48,v2,approved,9,2,0,0,,,domaine multiple sans priorité claire|cadre_engage non justifié,"Les classifications sont globalement correctes et bien justifiées par le texte. Le domaine principal environnement_nature est pertinent. La présence de gestion_projet est discutable car la mission semble plus orientée vers l'action terrain et la sensibilisation que vers la coordination ou la gestion. L'intention cadre_engage est aussi discutable car le service civique est un cadre structuré, mais les tâches ne décrivent pas un rôle institutionnel marqué. Ces points restent mineurs et n'altèrent pas la compréhension globale de la mission.",12176,6023
1c545aac-78fa-4b17-b0b6-da5d5b964301,b4b3c2e1-b761-4f66-a575-39f4ba581873,v2,approved,15,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme combinant éducation/transmission et culture/arts, ce qui correspond aux activités décrites. Le secteur d'activité, les compétences ROME, l'intention d'engagement et la formation ONISEP sont également bien alignés avec les tâches et objectifs de la mission. La présence du cadre engage est justifiée par le contexte de service civique avec tutorat. La classification du type de mission comme régulière est conforme à la durée et au rythme indiqués. Aucune erreur majeure n'a été détectée.",7580,6842
22b352c1-0f31-46f4-951b-ea07c27f35bd,5c56ebb7-0cc9-4102-a83c-e6b9726e1b3e,v2,approved,12,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. La mission combine un accompagnement social direct avec des activités d'animation et de transmission, ce qui justifie la pluralité des domaines et secteurs. Le type de mission, les compétences, l'intention d'engagement et la formation ONISEP sont correctement attribués selon les règles.",8597,6127
7efe6024-f583-45eb-a0b3-cc0349c8345d,7f67db9b-3d79-479c-8c80-2284f3033a5e,v2,flagged_minor,10,4,0,0,,,domaine secondaire discutable|secteur_activite secondaire discutable|cadre_engage non clairement justifié,"La classification du domaine principal en environnement_nature est correcte et bien justifiée. La présence d'un second domaine culture_arts est discutable car la mission est surtout axée sur la valorisation environnementale et la sensibilisation. Les secteurs d'activité sont bien choisis, mais culture_creation_medias est secondaire et moins clairement justifié. Le type de mission régulière est correct. Les compétences ROME sont globalement bien attribuées, sauf gestion_pilotage_juridique qui est plausible mais pas clairement démontré. L'intention d'engagement est bien couverte, mais l'usage de cadre_engage est discutable car la mission ne décrit pas un cadre institutionnel fortement structuré. Les formations ONISEP sont bien choisies. Globalement, les classifications sont bonnes avec quelques points discutables mineurs.",10725,6756
07827efe-7318-4f03-b042-ccc8fb1b0beb,cfa9f2c4-e5ed-4b45-a9ee-221cccf9e345,v2,approved,15,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Les domaines, secteurs, compétences, intentions d'engagement, type de mission, région internationale et formations ONISEP correspondent précisément aux activités décrites, au contexte et à la durée. Aucune erreur majeure ou omission manifeste n'a été détectée.",10891,6972
3b02a704-e70f-4079-a79b-8970abb5486e,651de9c2-b1a5-4d5a-9010-1c3ba94f3198,v2,flagged_major,6,1,3,2,engagement_intent.animation|type_mission.temps_plein|engagement_intent.cadre_engage,engagement_intent.support_organisation|type_mission.reguliere,type_mission mal évalué|engagement_intent animation non justifiée|cadre_engage non justifié,"La classification du domaine, secteur d'activité, compétence ROME et formation ONISEP est correcte et bien justifiée. Cependant, la classification du type de mission en temps plein est incorrecte car le volume horaire total est trop faible pour cela, il s'agit plutôt d'une mission régulière. L'intention d'engagement 'animation' n'est pas adaptée car la mission est centrée sur l'accompagnement direct et le soutien, pas sur l'animation d'ateliers ou groupes. La classification 'cadre_engage' est également inappropriée car le cadre du service civique ne suffit pas à qualifier la mission de cadre institutionnel structuré. La classification 'transmission' est discutable mais pas clairement erronée. Il manque la classification 'support_organisation' qui pourrait être pertinente au vu de la collaboration avec les professionnels et le cadre structurant.",33154,6276
15510443-f40f-4927-b8fd-f09ac0634dd6,f1e4a0f1-caf9-40b1-80bb-c50c841e2fc9,v2,approved,12,0,1,0,competence_rome.communication_creation_numerique,,competence_rome communication_creation_numerique non justifié,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. La seule erreur notable est la classification 'competence_rome' en 'communication_creation_numerique' qui n'est pas explicitement justifiée par la description de la mission, car il n'est pas fait mention d'activités numériques ou de création de contenus digitaux.",6990,6232
0568dc30-8b40-44e6-a3a6-38aa77de84e6,0158bb90-34e1-4b26-9856-675dfee5eda0,v2,flagged_minor,8,3,0,0,,,competence_rome secondaire mal pondérée|engagement_intent cadre_engage discutable|formation_onisep societe_droit_politique incertaine,"Les classifications sont globalement pertinentes et bien justifiées par le texte, notamment pour le domaine environnemental et la dimension éducative. Quelques classifications sont discutables : la compétence 'management_social_soin' est plausible mais moins centrale, l'intention 'cadre_engage' est discutable car le cadre semble flexible, et la formation 'societe_droit_politique' est partiellement justifiée mais pas dominante. Ces points n'altèrent pas significativement la compréhension globale de la mission.",10191,6444
aafd60c2-8126-4ab1-9162-3bb96c3b7c70,96d4a995-da81-4d3d-9ea0-98896b76791a,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal santé_soins est correctement identifié, complété par social_solidarite en raison du public ciblé. Les secteurs d'activité, compétences, intentions d'engagement et domaines de formation ONISEP correspondent précisément aux activités décrites. Le type de mission régulière est adapté à la durée et au volume horaire. Aucune erreur majeure ou omission manifeste n'a été détectée.",10292,6812
51a8ddf9-79ee-41c8-a124-4cd85a6cbc56,a9d64071-9218-437a-bd32-c15bd6e404f5,v2,approved,15,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme sport_animation, avec des compléments pertinents social_solidarite et education_transmission. Le secteur d'activité, le type de mission, les compétences ROME, les intentions d'engagement et les domaines de formation ONISEP sont cohérents avec la description. La présence du cadre_engage est justifiée par le statut de service civique. Aucune erreur majeure ou omission manifeste n'a été détectée.",10574,7001
d65251d0-bf74-4290-8048-0229ec5ff793,1fafe459-03d0-4f9c-a352-4877bd9c3f99,v2,approved,12,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. La double classification du domaine en éducation et social est pertinente compte tenu du public et des objectifs. Les compétences, intentions d'engagement et formations ONISEP sont cohérentes avec la description et les activités proposées.",7933,6388
a4d1e737-3283-4aea-b8df-eda10f961ace,2520dedd-0e89-48b2-913b-84291feaf6e6,v2,approved,11,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Le domaine principal est l'environnement et la nature, ce qui correspond aux activités de protection et sensibilisation décrites. Le secteur d'activité, le type de mission, les compétences ROME, les intentions d'engagement et les formations ONISEP sont cohérents avec la description. La présence du cadre engage est justifiée par le contexte de service civique. La classification est donc approuvée sans réserve.",9402,5973
56c2dfcc-7760-416e-8e91-def74d0c30ff,7e4ad0fa-b8b2-4190-b040-506b9b5aa7e5,v2,approved,15,0,0,0,,,,"Les classifications sont toutes conformes au texte de la mission et respectent précisément les règles données. Le domaine principal est bien environnement_nature avec une forte composante education_transmission. Le secteur d'activité, le type de mission, les compétences ROME, les intentions d'engagement et les domaines de formation ONISEP sont tous justifiés par les activités décrites (animations, sensibilisation, actions terrain, organisation, création de supports, cadre structuré de service civique). Aucune classification manquante ou erronée n'a été détectée.",6935,6476
ef0398d1-d42e-4eef-aa0d-2eda17e52ee8,f53df2b7-4b26-4b87-af9b-d05e11e08418,v2,approved,16,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme environnement et éducation/transmission, reflétant la double nature pédagogique et environnementale de la mission. Les secteurs d'activité, intentions d'engagement, compétences ROME et formations ONISEP sont en adéquation avec les tâches décrites. Le type de mission régulière est également approprié au volume horaire et à la durée. Aucun élément majeur ne justifie une correction ou un ajout.",8264,7508
12e4d1ba-3b7c-4321-9e59-14b93b679454,2ba0f236-ca19-43d6-b8a1-a25168868c03,v2,approved,12,1,0,0,,,competence_rome communication_creation_numerique incertaine,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. La seule classification un peu incertaine est la compétence ROME 'communication_creation_numerique' car la dimension numérique n'est pas explicitement mentionnée dans la description. Toutes les autres valeurs correspondent précisément aux tâches, au public et au cadre de la mission.",6308,6737
35b997d6-cb3e-4047-9520-fbc67584fbdc,43ca36a2-17bd-4e54-b281-9fd11a88c746,v2,flagged_minor,8,1,1,0,type_mission.temps_plein,,type_mission mal évalué|cadre_engage incertain,"La classification est globalement correcte et bien justifiée. Le domaine, secteur, compétences, engagement et formation sont pertinents. Cependant, le type de mission est incorrectement classé en temps plein alors que le volume horaire total est faible sur 7 mois, ce qui correspond plutôt à une mission régulière. L'utilisation de cadre_engage est plausible mais discutable selon le contexte donné.",5581,6205
7a13cfa4-4189-4123-932f-d68e0d8c8610,14ada17a-3e06-446d-9b42-3910b3d926ae,v2,approved,11,0,0,0,,,,"Les classifications sont globalement très cohérentes avec le texte de la mission. Le domaine social_solidarite est bien justifié par la création de lien social et l'animation auprès des personnes âgées. Le secteur d'activité santé_social_aide_personne correspond au public et aux activités. Les intentions d'engagement (aide_directe, animation, transmission, support_organisation, cadre_engage) reflètent bien les différentes facettes de la mission, incluant l'accompagnement direct, l'animation, la proposition d'activités, l'organisation et le cadre structuré du service civique. Le type de mission régulière est conforme à la durée et au rythme. Les compétences ROME mobilisées (management_social_soin et cooperation_organisation_soft_skills) sont pertinentes. La formation ONISEP social_sante_sport est adaptée au contenu. Aucune erreur ou omission majeure n'a été détectée.",28551,6069
b1d7b075-47fd-462f-9f17-ebee30caebe8,13b260ff-2e40-4c06-86c6-a8d7dfb71d29,v2,approved,13,1,0,0,,,compétence relation_client_commerce_strategie discutable,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. La mission combine éducation à la citoyenneté, animation, soutien organisationnel et renforcement du lien social. La seule classification un peu discutable concerne la compétence relation_client_commerce_strategie, qui est plausible mais secondaire. Aucun élément majeur erroné n'a été détecté.",8511,6688
4c42f369-f97f-471c-8241-1e5277b2a1d0,c022e010-911f-460d-8366-8944133f045a,v2,approved,10,0,0,0,,,,"Les classifications sont toutes cohérentes avec le texte de la mission. Le domaine social et solidarité est bien justifié par l'accompagnement des seniors et la lutte contre l'isolement. Le secteur santé-social correspond aux tâches d'aide à la personne. Le type de mission régulière est conforme à la durée et la fréquence indiquées. Les compétences ROME reflètent l'accompagnement social et l'organisation. Les intentions d'engagement couvrent l'aide directe, l'animation, le support organisationnel et le cadre structuré, ce qui est pertinent. La formation ONISEP sociale, santé et sport est adaptée. Aucune erreur ou omission majeure détectée.",6110,5809
755088c9-c46a-44d6-b8ba-7101b2071c1c,fe9e7e6f-62bc-4e81-bdd6-d8d53236fe0a,v2,approved,14,0,0,0,,,,"Les classifications proposées sont toutes justifiées par le texte de la mission et conformes aux règles données. La mission combine clairement des dimensions d'éducation/transmission, de social/solidarité, d'animation, de coordination et de mobilisation citoyenne, ce qui est bien reflété dans les domaines, secteurs, compétences, intentions d'engagement et formations ONISEP attribués. Le type de mission régulière est cohérent avec la durée et le rythme indiqués.",5267,6484
55852bad-481e-4a86-8aca-c5f98cabc4c8,db44333a-5f80-4f16-8521-55b19165bc08,v2,approved,16,0,0,0,,,,"Les classifications proposées sont toutes cohérentes avec le texte de la mission. Le domaine principal est bien environnement_nature avec une composante gestion de projet justifiée par les tâches d'organisation et de coordination. Le secteur d'activité, les compétences ROME, l'intention d'engagement et la formation ONISEP sont correctement attribués en fonction des activités décrites. Le type de mission temps plein est justifié par la durée et le volume horaire. Aucune erreur majeure ou mineure n'a été détectée.",7653,6674
b0948e8d-0fcc-4e21-91cf-8714abccd965,67c38b76-47e9-4e35-b39e-83449ac72c85,v2,approved,10,2,0,0,,,competence_rome communication_creation_numerique incertitude|formation_onisep societe_droit_politique peu explicite,"Les classifications sont globalement pertinentes et bien justifiées par le texte de la mission. La mission combine animation sportive et gestion de projet, ce qui justifie les domaines et secteurs choisis. Le type de mission régulière est cohérent avec la durée et le volume horaire. L'intention d'engagement couvre animation, support organisation et transmission, ce qui correspond aux activités décrites. Seules les classifications liées au numérique et à la dimension sociétale/politique sont un peu discutables en raison d'un manque d'éléments explicites dans le texte.",7983,6310
81b7c42a-19cb-4407-8d6d-dc7db01b1591,3ea9365d-a6d6-499d-a189-ce0bad430990,v2,flagged_major,9,1,6,3,domaine.gestion_projet|secteur_activite.gestion_commerce_organisation|type_mission.temps_plein|competence_rome.gestion_pilotage_juridique|engagement_intent.support_organisation|region_internationale.afrique,domaine.education_transmission|secteur_activite.education_formation_animation|type_mission.ponctuelle,domaine trop large|region_internationale incorrecte|type_mission mal évalué,"La classification comporte plusieurs erreurs majeures : le domaine 'gestion_projet' est inapproprié car la mission est centrée sur l'accompagnement social et la médiation, pas la gestion de projet. Le secteur 'gestion_commerce_organisation' est également inadapté. La mission est ponctuelle (8 heures au total), donc 'temps_plein' est incorrect. La région internationale 'afrique' est erronée car Mayotte est un département français d'outre-mer, non une mission internationale. Certaines compétences et intentions d'engagement sont mal attribuées, notamment 'gestion_pilotage_juridique' et 'support_organisation'. Le domaine 'education_transmission' et le secteur 'education_formation_animation' devraient être ajoutés pour refléter la transmission et la pédagogie. Le verdict est 'flagged_major' en raison de ces erreurs significatives.",12332,7098
